Caranx_melampygus	KAVRATTI	Piscivore	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0
Centropyge_multispinis	KAVRATTI	Omnivore	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0
Cephalopholis_argus	KAVRATTI	Piscivore	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Cephalopholis_miniata	KAVRATTI	Piscivore	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Cephalopholis_urodeta_nigripinnis	KAVRATTI	Piscivore	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1
Cetoscarus__bicolor	KAVRATTI	Algal_Feeder	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0
Chaetodon_auriga	KAVRATTI	Corallivore	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1
Chaetodon_bennetti	KAVRATTI	Corallivore	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	0
Chaetodon_citrinellus	KAVRATTI	Corallivore	0	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1
Chaetodon_collare	KAVRATTI	Corallivore	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
Chaetodon_decussatus	KAVRATTI	Corallivore	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Chaetodon_falcula	KAVRATTI	Corallivore	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0
Chaetodon_kleinii	KAVRATTI	Corallivore	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Chaetodon_lunula	KAVRATTI	Corallivore	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0
Chaetodon_madagascariensis	KAVRATTI	Corallivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetodon_melannotus	KAVRATTI	Corallivore	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetodon_meyeri	KAVRATTI	Corallivore	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
Chaetodon_plebius	KAVRATTI	Corallivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetodon_triangulum	KAVRATTI	Corallivore	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
Chaetodon_trifascialis	KAVRATTI	Corallivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chaetodon_trifasciatus	KAVRATTI	Corallivore	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1
Chaetodon_unimaculatus	KAVRATTI	Corallivore	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Chaetodon_xanthocephalus	KAVRATTI	Corallivore	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1
Cheilinus_chlorourus	KAVRATTI	Macroinvertivore	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cheilinus_fasciatus	KAVRATTI	Macroinvertivore	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cheilinus_trilobatus	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1
Cheilinus_undulatus	KAVRATTI	Macroinvertivore	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0
Cheilio_inermis	KAVRATTI	Piscivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chlorurus_atrilunula	KAVRATTI	Algal_Feeder	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Chlorurus_sordidus	KAVRATTI	Algal_Feeder	0	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1
Chlorurus_strongylocephalus	KAVRATTI	Algal_Feeder	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	0	0	0	1	1	0	0
Cirrhilabrus_exquisitus	KAVRATTI	Microinvertivore	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	1
Ctenochaetus_striatus	KAVRATTI	Algal_Feeder	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Diproctacanthus_xanthurus	KAVRATTI	Microinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Elegatis_bipinnulata	KAVRATTI	Piscivore	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Epibulus_insidiator	KAVRATTI	Macroinvertivore	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1
Epinephelus_fasciatus	KAVRATTI	Piscivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Epinephelus_malabaricus	KAVRATTI	Piscivore	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Epinephelus_polyphekadion	KAVRATTI	Piscivore	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Epinephelus_spilotoceps	KAVRATTI	Piscivore	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0
Fistularia_commersonii	KAVRATTI	Piscivore	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Forcipiger_flavissimus	KAVRATTI	Microinvertivore	1	0	1	1	1	1	1	1	0	1	0	0	0	1	1	1	1	1	0	1	1	1	0
Gomphosus_caeruleus	KAVRATTI	Microinvertivore	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
Gracila_albomarginata	KAVRATTI	Piscivore	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0
Gymnothorax_flavimarginatus	KAVRATTI	Piscivore	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Halichoeres_hortulanus	KAVRATTI	Microinvertivore	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Halichoeres_nebulosus	KAVRATTI	Microinvertivore	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Halichoeres_scapularis	KAVRATTI	Microinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Halichoeres_vrolikii	KAVRATTI	Microinvertivore	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0
Hemigymnus_fasciatus	KAVRATTI	Macroinvertivore	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	0	1	0
Hemigymnus_melapterus	KAVRATTI	Macroinvertivore	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	1	0	0	1	1	0
Hemitaurichthys_zoster	KAVRATTI	Zooplanktivore	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Heniochus_acuminatus	KAVRATTI	Macroinvertivore	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Heniochus_chyrsostomus	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heniochus_pleurotaenia	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Hologymnosus_doliatus	KAVRATTI	Macroinvertivore	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1
Kyphosus_cinerascens	KAVRATTI	Algal_Feeder	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Lethrinus_harak	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lutjanus_biguttatus	KAVRATTI	Macroinvertivore	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Lutjanus_bohar	KAVRATTI	Macroinvertivore	0	0	0	0	1	1	1	0	0	1	0	1	1	1	1	1	0	0	0	1	0	0	0
Lutjanus_fulviflamma	KAVRATTI	Macroinvertivore	0	0	1	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Lutjanus_gibbus	KAVRATTI	Macroinvertivore	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
Lutjanus_kasmira	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macolor_niger	KAVRATTI	Zooplanktivore	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0
Malacanthus_latovittatus	KAVRATTI	Microinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Melichthys_niger	KAVRATTI	Zooplanktivore	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
Monotaxis_grandoculis	KAVRATTI	Zooplanktivore	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
Mulloidichthys_flavolineatus	KAVRATTI	Macroinvertivore	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myripristis_berndti	KAVRATTI	Macroinvertivore	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0
Naso_brachycentron	KAVRATTI	Algal_Feeder	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1
Naso_brevirostris	KAVRATTI	Zooplanktivore	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0
Naso_hexacanthus	KAVRATTI	Zooplanktivore	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	1	1	1	0
Naso_literatus	KAVRATTI	Algal_Feeder	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
Naso_tuberosus	KAVRATTI	Algal_Feeder	1	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1
Naso_unicornis	KAVRATTI	Algal_Feeder	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Naso_vlamingii	KAVRATTI	Zooplanktivore	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
Novaculichthys_taeniourus	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Odonus_niger	KAVRATTI	Zooplanktivore	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0
Oxycirrhitus_typus	KAVRATTI	Microinvertivore	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxymonacanthus_longirostris	KAVRATTI	Corallivore	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0
Paracanthurus_hepatus	KAVRATTI	Zooplanktivore	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracirrhites_arcatus	KAVRATTI	Macroinvertivore	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracirrhites_forsteri	KAVRATTI	Macroinvertivore	0	1	1	0	0	0	0	1	1	1	1	0	1	0	1	0	0	0	1	0	0	1	1
Parupeneus_barberinus	KAVRATTI	Macroinvertivore	0	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	1
Parupeneus_bifasciatus	KAVRATTI	Macroinvertivore	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0
Parupeneus_cyclostomus	KAVRATTI	Macroinvertivore	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Parupeneus_macronema	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	0	0	0
Pempheris_cf._oualensis	KAVRATTI	Omnivore	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Platax_orbicularis	KAVRATTI	Omnivore	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0
Plectropomus_laevis	KAVRATTI	Piscivore	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plectrorhinchus_orientalis	KAVRATTI	Piscivore	1	0	1	1	1	1	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	1	0
Pomacanthus_imperator	KAVRATTI	Omnivore	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0
Pomacanthus_semicirculatus	KAVRATTI	Omnivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudobalistes_flavimarginatus	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Pseudocheilinus_hexataenia	KAVRATTI	Microinvertivore	1	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Pseudodax_moluccanus	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1
Pterocaesio_tile	KAVRATTI	Zooplanktivore	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0
Pygoplites_diacanthus	KAVRATTI	Omnivore	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	1
Rhinecanthus_aculeatus	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhinecanthus_rectangulus	KAVRATTI	Macroinvertivore	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sargocentron_rubrum	KAVRATTI	Macroinvertivore	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0
Sargocentron_spiniferum	KAVRATTI	Macroinvertivore	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
Sargocentron_violaceum	KAVRATTI	Macroinvertivore	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Scarus_cf._falcipinnis	KAVRATTI	Algal_Feeder	0	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Scarus_frenatus	KAVRATTI	Algal_Feeder	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1
Scarus_ghobban	KAVRATTI	Algal_Feeder	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1
Scarus_globiceps	KAVRATTI	Algal_Feeder	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Scarus_niger	KAVRATTI	Algal_Feeder	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0
Scarus_prasiognathos	KAVRATTI	Algal_Feeder	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	1
Scarus_psittacus	KAVRATTI	Algal_Feeder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Scarus_rubroviolaceus	KAVRATTI	Algal_Feeder	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	1	0	0	0
Scarus_scaber	KAVRATTI	Algal_Feeder	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1
Scolopsis_bilineatus	KAVRATTI	Macroinvertivore	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0
Seriola_lalandi	KAVRATTI	Piscivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siganus_argenteus	KAVRATTI	Algal_Feeder	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0
Siganus_corallinus	KAVRATTI	Algal_Feeder	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0
Siganus_stellatus	KAVRATTI	Algal_Feeder	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	1	0
Sphyraena_quenie	KAVRATTI	Piscivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Stethojulis_interrupta	KAVRATTI	Microinvertivore	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Stethojulis_strigiventer	KAVRATTI	Microinvertivore	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Stethojulis_trilineata	KAVRATTI	Microinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Sufflamen_bursa	KAVRATTI	Macroinvertivore	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0
Sufflamen_chrysopterus	KAVRATTI	Macroinvertivore	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Sufflamen_fraenatus	KAVRATTI	Macroinvertivore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thalassoma_hardwickei	KAVRATTI	Microinvertivore	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	1	0	1
Thalassoma_janseni	KAVRATTI	Microinvertivore	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1
Thalassoma_lunare	KAVRATTI	Microinvertivore	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	0	0	0
Triaenodon_obesus	KAVRATTI	Piscivore	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Variola_louti	KAVRATTI	Piscivore	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
Zanclus_cornutus	KAVRATTI	Omnivore	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
Zebrosoma_desjardinii	KAVRATTI	Algal_Feeder	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	1	0	0
Zebrosoma_scopas	KAVRATTI	Algal_Feeder	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	0	1	0	0	0
